Ticker,Expiration Date,Strike Price,Last Price,Bid,Ask,Volume,Open Interest,Current Price,Predicted_Premium,Error,Calibrated_Predicted_Premium
JNJ,2025-03-07,147.0,0.91,0.64,0.68,1.0,22,153.5500030517578,0.8949428,-0.015057179927825959,0.8672869
JNJ,2025-03-07,146.0,0.51,0.49,0.55,5.0,25,153.5500030517578,0.5643763,0.05437629461288451,0.5367204
JNJ,2025-03-07,145.0,0.41,0.39,0.45,1.0,22,153.5500030517578,0.30329585,-0.1067041492462158,0.27563998
JNJ,2025-03-07,144.0,0.4,0.32,0.37,1.0,34,153.5500030517578,0.45530254,0.055302536487579323,0.42764667
JNJ,2025-03-07,143.0,0.31,0.26,0.29,1.0,38,153.5500030517578,0.32646677,0.016466768980026247,0.2988109
JNJ,2025-03-07,142.0,0.29,0.21,0.25,1.0,5,153.5500030517578,0.33903512,0.04903512358665468,0.31137925
PFE,2025-03-07,25.0,0.22,0.2,0.22,85.0,24707,25.91990089416504,0.2903521,0.07035210609436035,0.26269624
PFE,2025-03-07,24.0,0.11,0.08,0.1,620.0,476,25.91990089416504,0.101763204,-0.008236796259880066,0.07410732
PFE,2025-03-07,23.0,0.05,0.04,0.06,20.0,219,25.91990089416504,0.049574573,-0.00042542740702629367,0.021918692
PFE,2025-03-07,22.0,0.03,0.0,0.06,12.0,70,25.91990089416504,0.037367452,0.007367451936006547,0.009711571
PFE,2025-03-07,21.0,0.04,0.0,0.06,30.0,41,25.91990089416504,0.035867006,-0.004132994413375855,0.008211125
PFE,2025-03-07,20.0,0.02,0.0,0.24,,1,25.91990089416504,0.029739168,0.009739167541265487,0.0020832866
PFE,2025-03-07,18.0,0.01,0.0,0.05,,1,25.91990089416504,0.025403548,0.015403548032045364,-0.0022523329
BABA,2025-03-07,109.0,5.45,5.3,5.4,3.0,12,109.20999908447266,5.4509354,0.0009353637695310724,5.4232793
BABA,2025-03-07,108.0,4.84,4.75,4.9,140.0,13,109.20999908447266,4.784484,-0.055516090393066264,4.756828
BABA,2025-03-07,107.0,4.3,4.3,4.45,310.0,22,109.20999908447266,4.2059736,-0.09402637481689435,4.1783175
BABA,2025-03-07,106.0,4.2,3.85,3.95,9.0,38,109.20999908447266,4.0983305,-0.10166950225830096,4.0706744
BABA,2025-03-07,105.0,3.5,3.4,3.55,82.0,369,109.20999908447266,3.4656503,-0.034349679946899414,3.4379945
BABA,2025-03-07,104.0,3.1,3.05,3.25,11.0,701,109.20999908447266,3.062145,-0.037855005264282315,3.0344892
BABA,2025-03-07,103.0,2.74,2.71,2.8,4.0,130,109.20999908447266,2.6941864,-0.04581355094909689,2.6665306
BABA,2025-03-07,102.0,2.4,2.39,2.46,16.0,96,109.20999908447266,2.3652291,-0.034770870208740146,2.3375733
BABA,2025-03-07,101.0,2.1,1.94,2.15,3.0,68,109.20999908447266,2.0171247,-0.08287534713745126,1.9894688
BABA,2025-03-07,100.0,1.84,1.81,1.88,69.0,192,109.20999908447266,1.5112685,-0.3287315034866334,1.4836127
T,2025-03-07,24.5,0.29,0.28,0.3,34.0,156,24.76499938964844,0.33912116,0.04912116289138796,0.3114653
T,2025-03-07,24.0,0.16,0.15,0.17,3.0,114,24.76499938964844,0.18590178,0.025901775956153866,0.15824589
T,2025-03-07,23.5,0.12,0.08,0.14,6.0,212,24.76499938964844,0.36264947,0.24264947056770325,0.3349936
T,2025-03-07,23.0,0.08,0.05,0.07,2.0,2844,24.76499938964844,0.09948604,0.01948603808879852,0.07183015
T,2025-03-07,22.5,0.03,0.0,0.05,1.0,414,24.76499938964844,0.057321306,0.027321306318044664,0.029665425
T,2025-03-07,22.0,0.05,0.0,0.06,3.0,4,24.76499938964844,0.07058845,0.020588447153568265,0.042932566
T,2025-03-07,21.5,0.06,0.0,0.12,210.0,210,24.76499938964844,0.052089825,-0.007910174727439878,0.024433944
T,2025-03-07,21.0,0.03,0.02,0.75,3.0,23,24.76499938964844,0.045585714,0.015585714280605317,0.017929833
T,2025-03-07,17.0,0.02,0.0,1.27,,60,24.76499938964844,0.033097386,0.013097386360168457,0.0054415055
VZ,2025-03-07,39.0,0.27,0.27,0.3,9.0,296,39.92499923706055,0.283688,0.013688008785247785,0.25603214
VZ,2025-03-07,38.0,0.12,0.11,0.13,5.0,93,39.92499923706055,0.19687152,0.07687151908874512,0.16921563
VZ,2025-03-07,37.0,0.08,0.05,0.07,4.0,53,39.92499923706055,0.1844033,0.10440330028533935,0.15674742
VZ,2025-03-07,36.0,0.05,0.0,0.07,3.0,3,39.92499923706055,0.07948607,0.029486072063446042,0.05183019
GE,2025-03-07,200.0,3.32,3.35,3.55,1.0,86,204.03500366210935,3.325788,0.005788021087646644,3.2981322
GE,2025-03-07,195.0,2.14,1.97,2.13,3.0,52,204.03500366210935,2.1995828,0.05958281517028796,2.171927
GE,2025-03-07,190.0,1.12,1.12,1.25,15.0,104,204.03500366210935,1.1250983,0.005098347663879288,1.0974425
GE,2025-03-07,185.0,0.6,0.64,0.71,1.0,103,204.03500366210935,0.61121935,0.011219346523284934,0.58356345
GE,2025-03-07,180.0,0.34,0.37,0.42,26.0,533,204.03500366210935,0.41678846,0.07678845882415769,0.3891326
GE,2025-03-07,175.0,0.39,0.0,0.58,6.0,10,204.03500366210935,0.32615107,-0.06384892702102662,0.2984952
GE,2025-03-07,170.0,0.11,0.11,0.5,1.0,8,204.03500366210935,0.19236262,0.08236262142658234,0.16470674
GE,2025-03-07,165.0,0.29,0.01,0.46,,2,204.03500366210935,0.24156941,-0.04843058526515959,0.21391353
GE,2025-03-07,160.0,0.1,0.0,0.42,2.0,4,204.03500366210935,0.16675211,0.06675211489200591,0.13909623
GE,2025-03-07,140.0,0.19,0.0,0.37,3.0,3,204.03500366210935,0.15929669,-0.03070330858230591,0.1316408
IBM,2025-03-07,245.0,3.77,3.85,4.05,4.0,119,247.3300018310547,4.0036826,0.23368261337280272,3.9760268
IBM,2025-03-07,240.0,2.35,2.26,2.47,36.0,113,247.3300018310547,2.4148548,0.0648547649383544,2.387199
IBM,2025-03-07,235.0,1.42,1.38,1.46,6.0,69,247.3300018310547,1.5324982,0.1124982404708863,1.5048424
IBM,2025-03-07,230.0,0.82,0.79,0.89,2.0,100,247.3300018310547,0.92927057,0.10927056550979619,0.90161467
IBM,2025-03-07,225.0,0.51,0.46,0.52,20.0,66,247.3300018310547,0.5536004,0.04360037088394164,0.5259445
IBM,2025-03-07,220.0,0.2,0.06,0.33,1.0,51,247.3300018310547,0.42654094,0.22654094099998473,0.39888507
IBM,2025-03-07,215.0,0.17,0.0,0.4,1.0,31,247.3300018310547,0.229195,0.05919499874114989,0.20153911
IBM,2025-03-07,210.0,0.12,0.01,0.64,1.0,93,247.3300018310547,0.24465823,0.1246582317352295,0.21700235
IBM,2025-03-07,205.0,0.34,0.0,0.6,15.0,34,247.3300018310547,0.2944959,-0.045504089593887354,0.26684004
IBM,2025-03-07,200.0,0.46,0.0,0.55,5.0,2,247.3300018310547,0.32880586,-0.13119413614273073,0.30115
GS,2025-03-07,645.0,14.46,13.3,13.8,4.0,9,648.22998046875,14.446626,-0.013374290466309446,14.41897
GS,2025-03-07,640.0,9.94,11.15,11.6,11.0,19,648.22998046875,9.940502,0.0005021667480473724,9.912847
GS,2025-03-07,635.0,9.8,9.4,9.85,1.0,33,648.22998046875,9.811797,0.011797142028807883,9.784142
GS,2025-03-07,630.0,8.45,7.8,8.25,5.0,41,648.22998046875,8.48788,0.03787975311279368,8.460224
GS,2025-03-07,625.0,6.9,6.65,6.95,6.0,19,648.22998046875,6.8570952,-0.042904758453369496,6.829439
GS,2025-03-07,620.0,4.94,5.5,5.8,9.0,35,648.22998046875,4.97774,0.037739810943603125,4.9500837
GS,2025-03-07,615.0,4.8,4.55,4.8,16.0,44,648.22998046875,4.7914,-0.008600044250488104,4.763744
GS,2025-03-07,610.0,4.2,3.8,4.05,1.0,12,648.22998046875,4.184539,-0.015461158752441584,4.156883
GS,2025-03-07,605.0,3.52,3.15,3.5,1.0,39,648.22998046875,3.53793,0.01793001174926756,3.5102742
GS,2025-03-07,600.0,2.46,2.6,2.78,4.0,66,648.22998046875,2.491816,0.0318160438537598,2.4641602
JPM,2025-03-07,265.0,3.1,3.0,3.2,73.0,1759,270.0,3.1628993,0.06289925575256339,3.1352434
JPM,2025-03-07,260.0,1.98,1.94,2.03,89.0,333,270.0,1.9315461,-0.04845390796661375,1.9038903
JPM,2025-03-07,255.0,1.29,1.22,1.33,19.0,64,270.0,1.3821474,0.09214743137359616,1.3544916
JPM,2025-03-07,250.0,0.7,0.82,0.86,8.0,124,270.0,0.7619878,0.06198780536651616,0.7343319
JPM,2025-03-07,245.0,0.53,0.58,0.62,3.0,37,270.0,0.63729995,0.10729995489120481,0.60964406
JPM,2025-03-07,240.0,0.38,0.43,0.47,4.0,133,270.0,0.37837163,-0.0016283738613128707,0.35071576
JPM,2025-03-07,235.0,0.32,0.29,0.44,1.0,18,270.0,0.43819618,0.11819618225097656,0.4105403
JPM,2025-03-07,230.0,0.24,0.25,0.28,1.0,20,270.0,0.19819507,-0.04180492997169494,0.17053919
JPM,2025-03-07,225.0,0.18,0.17,0.24,10.0,11,270.0,0.15416601,-0.025833986997604363,0.12651013
JPM,2025-03-07,220.0,0.15,0.12,0.2,4.0,12,270.0,0.12706785,-0.02293215095996856,0.099411964
MS,2025-03-07,136.0,1.29,2.95,3.05,2.0,35,136.05999755859375,3.3841968,2.0941967582702636,3.356541
MS,2025-03-07,135.0,2.59,2.54,2.66,21.0,23,136.05999755859375,2.9294922,0.33949223518371596,2.9018364
MS,2025-03-07,133.0,2.02,1.83,1.92,3.0,1,136.05999755859375,2.0231616,0.0031616497039794744,1.9955058
MS,2025-03-07,132.0,0.87,1.53,1.62,3.0,7,136.05999755859375,1.0551846,0.18518460273742676,1.0275288
MS,2025-03-07,131.0,1.39,1.29,1.37,10.0,4,136.05999755859375,1.2586471,-0.13135291576385488,1.2309912
MS,2025-03-07,130.0,0.6,1.07,1.16,2.0,26,136.05999755859375,0.7551645,0.15516450405120852,0.7275086
MS,2025-03-07,129.0,0.93,0.91,0.98,1.0,22,136.05999755859375,0.9149752,-0.015024774074554492,0.8873193
MS,2025-03-07,128.0,1.48,0.75,0.85,,4,136.05999755859375,1.3629351,-0.11706493377685545,1.3352792
MS,2025-03-07,127.0,0.34,0.59,0.73,1.0,4,136.05999755859375,1.1913764,0.8513764476776122,1.1637206
MS,2025-03-07,125.0,0.27,0.45,0.52,10.0,11,136.05999755859375,0.4143372,0.14433718800544737,0.38668132
GS,2025-03-07,645.0,14.46,13.3,13.8,4.0,9,648.22998046875,14.446626,-0.013374290466309446,14.41897
GS,2025-03-07,640.0,9.94,11.15,11.6,11.0,19,648.22998046875,9.940502,0.0005021667480473724,9.912847
GS,2025-03-07,635.0,9.8,9.4,9.85,1.0,33,648.22998046875,9.811797,0.011797142028807883,9.784142
GS,2025-03-07,630.0,8.45,7.8,8.25,5.0,41,648.22998046875,8.48788,0.03787975311279368,8.460224
GS,2025-03-07,625.0,6.9,6.65,6.95,6.0,19,648.22998046875,6.8570952,-0.042904758453369496,6.829439
GS,2025-03-07,620.0,4.94,5.5,5.8,9.0,35,648.22998046875,4.97774,0.037739810943603125,4.9500837
GS,2025-03-07,615.0,4.8,4.55,4.8,16.0,44,648.22998046875,4.7914,-0.008600044250488104,4.763744
GS,2025-03-07,610.0,4.2,3.8,4.05,1.0,12,648.22998046875,4.184539,-0.015461158752441584,4.156883
GS,2025-03-07,605.0,3.52,3.15,3.5,1.0,39,648.22998046875,3.53793,0.01793001174926756,3.5102742
GS,2025-03-07,600.0,2.46,2.6,2.78,4.0,66,648.22998046875,2.491816,0.0318160438537598,2.4641602
UNH,2025-03-07,530.0,14.24,13.5,14.05,15.0,58,530.031005859375,14.246201,0.006200561523437287,14.218545
UNH,2025-03-07,525.0,12.15,10.1,11.7,7.0,21,530.031005859375,12.365168,0.2151676177978512,12.337512
UNH,2025-03-07,520.0,10.74,9.35,9.75,1.0,46,530.031005859375,10.545545,-0.19445537567138693,10.517889
UNH,2025-03-07,515.0,8.15,7.55,7.9,4.0,521,530.031005859375,9.066768,0.9167676925659176,9.039112
UNH,2025-03-07,510.0,7.83,5.75,6.5,1.0,143,530.031005859375,7.6952486,-0.1347513961791993,7.6675925
UNH,2025-03-07,505.0,5.91,5.0,5.4,4.0,18,530.031005859375,6.592026,0.6820262336730956,6.56437
UNH,2025-03-07,500.0,4.25,4.05,4.35,60.0,103,530.031005859375,4.385039,0.1350388526916504,4.357383
UNH,2025-03-07,495.0,3.97,3.2,3.55,2.0,26,530.031005859375,3.8693197,-0.10068032264709492,3.8416638
UNH,2025-03-07,490.0,3.2,2.11,2.85,3.0,16,530.031005859375,3.1492326,-0.05076737403869647,3.1215768
UNH,2025-03-07,485.0,3.0,2.11,2.53,3.0,13,530.031005859375,2.2948945,-0.7051055431365967,2.2672386
CVS,2025-03-07,53.0,1.96,2.09,2.15,4.0,0,53.70000076293945,1.4454416,-0.5145583963394165,1.4177858
CVS,2025-03-07,52.0,1.74,1.65,1.71,7.0,8,53.70000076293945,1.6203566,-0.11964344024658202,1.5927007
CVS,2025-03-07,51.0,1.23,1.29,1.34,6.0,79,53.70000076293945,1.1170475,-0.1129524517059326,1.0893917
CVS,2025-03-07,50.0,1.04,1.0,1.05,2.0,82,53.70000076293945,0.9722257,-0.06777427434921268,0.9445698
CVS,2025-03-07,49.0,0.83,0.76,0.81,2.0,225,53.70000076293945,0.72130156,-0.10869844436645504,0.69364566
CVS,2025-03-07,48.0,0.59,0.58,0.61,11.0,26,53.70000076293945,0.32564914,-0.26435085773468014,0.29799327
CVS,2025-03-07,47.0,0.45,0.43,0.47,6.0,75,53.70000076293945,0.29148048,-0.15851951837539674,0.2638246
CVS,2025-03-07,46.0,0.3,0.32,0.35,10.0,14,53.70000076293945,0.2931651,-0.006834912300109852,0.26550922
CVS,2025-03-07,45.0,0.26,0.0,0.26,5.0,5,53.70000076293945,0.25287285,-0.007127145528793344,0.22521697
CVS,2025-03-07,44.0,0.2,0.17,0.2,5.0,5,53.70000076293945,0.21564706,0.015647056698799122,0.18799117
HD,2025-03-07,410.0,9.9,9.8,10.2,12.0,70,413.4849853515625,9.849725,-0.0502752304077152,9.822069
HD,2025-03-07,405.0,8.8,8.0,8.45,2.0,824,413.4849853515625,8.663289,-0.13671092987060618,8.635633
HD,2025-03-07,400.0,6.18,6.4,6.75,2.0,52,413.4849853515625,6.1573853,-0.022614650726318075,6.1297293
HD,2025-03-07,395.0,5.72,5.15,5.45,2.0,11,413.4849853515625,5.930021,0.21002080917358423,5.9023647
HD,2025-03-07,390.0,4.35,2.89,4.35,2.0,21,413.4849853515625,4.3218756,-0.0281244277954098,4.2942195
HD,2025-03-07,385.0,3.49,3.15,3.5,4.0,25,413.4849853515625,3.3879294,-0.10207056045532248,3.3602736
HD,2025-03-07,380.0,2.9,2.64,2.81,,1,413.4849853515625,2.3357582,-0.5642417907714843,2.3081024
HD,2025-03-07,375.0,2.22,1.93,2.27,2.0,1,413.4849853515625,2.202357,-0.017642946243286328,2.1747012
HD,2025-03-07,370.0,1.78,1.59,2.13,1.0,9,413.4849853515625,1.7443999,-0.03560009479522708,1.7167441
HD,2025-03-07,365.0,1.84,1.26,1.5,1.0,1,413.4849853515625,1.7609547,-0.07904526233673104,1.7332989
LOW,2025-03-07,250.0,6.67,5.3,5.5,20.0,18,254.80999755859372,6.431021,-0.2389787864685058,6.403365
LOW,2025-03-07,245.0,4.82,3.7,3.95,6.0,10,254.80999755859372,4.7816434,-0.038356609344482706,4.7539873
LOW,2025-03-07,240.0,2.78,2.57,2.74,1.0,18,254.80999755859372,2.598317,-0.18168309211730937,2.570661
LOW,2025-03-07,235.0,1.95,1.74,2.03,1.0,5,254.80999755859372,1.8872384,-0.0627616167068481,1.8595825
LOW,2025-03-07,230.0,1.13,1.1,1.37,,4,254.80999755859372,1.0911661,-0.03883386135101308,1.0635103
LOW,2025-03-07,225.0,0.8,0.74,0.99,,1,254.80999755859372,0.7919933,-0.008006680011749312,0.7643374
LOW,2025-03-07,215.0,0.31,0.37,0.63,1.0,6,254.80999755859372,0.4314264,0.12142640590667725,0.40377054
UPS,2025-03-07,114.0,2.74,2.75,2.84,3.0,9,114.5,2.6835122,-0.05648778915405295,2.6558564
UPS,2025-03-07,113.0,2.8,2.22,2.33,1.0,28,114.5,2.7590475,-0.04095249176025373,2.7313917
UPS,2025-03-07,111.0,2.15,1.45,1.54,8.0,10,114.5,2.145038,-0.004962110519409091,2.117382
UPS,2025-03-07,110.0,1.24,1.15,1.21,4.0,316,114.5,1.2658176,0.02581764221191407,1.2381618
UPS,2025-03-07,109.0,1.52,0.9,0.96,5.0,4,114.5,1.7875698,0.2675697612762451,1.7599139
UPS,2025-03-07,108.0,0.74,0.7,0.75,4.0,10,114.5,0.80495256,0.06495256185531617,0.77729666
UPS,2025-03-07,107.0,0.95,0.54,0.59,4.0,5,114.5,0.8924327,-0.05756731033325191,0.8647768
UPS,2025-03-07,105.0,0.35,0.32,0.36,3.0,257,114.5,0.23067318,-0.11932682096958158,0.2030173
UPS,2025-03-07,103.0,0.26,0.18,0.23,,4,114.5,0.2844595,0.024459501504898062,0.25680363
UPS,2025-03-07,100.0,0.18,0.0,0.38,2.0,114,114.5,0.13732912,-0.0426708835363388,0.10967323
SBUX,2025-03-07,111.0,2.25,2.27,2.36,10.0,35,111.33000183105467,4.991303,2.741302967071533,4.963647
SBUX,2025-03-07,110.0,1.88,1.82,1.92,9.0,468,111.33000183105467,1.9316003,0.05160033226013194,1.9039445
SBUX,2025-03-07,109.0,1.48,1.48,1.54,2.0,67,111.33000183105467,1.5525888,0.07258882045745851,1.524933
SBUX,2025-03-07,108.0,1.22,1.15,1.36,8.0,106,111.33000183105467,1.2334931,0.013493089675903347,1.2058372
SBUX,2025-03-07,107.0,0.99,0.93,1.0,2.0,100,111.33000183105467,0.93852824,-0.05147176027297973,0.91087234
SBUX,2025-03-07,106.0,0.76,0.72,0.91,4.0,51,111.33000183105467,0.9165209,0.15652089357376098,0.888865
SBUX,2025-03-07,105.0,0.65,0.56,0.76,9.0,269,111.33000183105467,0.63640743,-0.013592565059661887,0.60875154
SBUX,2025-03-07,104.0,0.54,0.43,0.54,7.0,534,111.33000183105467,0.5916532,0.05165322780609127,0.5639973
SBUX,2025-03-07,103.0,0.38,0.34,0.39,6.0,82,111.33000183105467,0.41689292,0.03689291596412658,0.38923705
SBUX,2025-03-07,102.0,0.32,0.26,0.48,1.0,63,111.33000183105467,0.29183272,-0.028167284727096564,0.26417685
BLK,2025-03-07,970.0,9.63,15.1,17.8,1.0,5,982.760009765625,9.725932,0.09593212127685469,9.6982765
BLK,2025-03-07,960.0,7.49,12.0,14.5,1.0,23,982.760009765625,7.512834,0.022834072113036896,7.485178
BLK,2025-03-07,950.0,10.1,9.3,10.6,1.0,13,982.760009765625,10.036585,-0.06341514587402308,10.008929
BLK,2025-03-07,940.0,5.45,7.1,8.2,,31,982.760009765625,5.5548973,0.1048973083496092,5.527241
BLK,2025-03-07,930.0,6.44,5.4,6.4,1.0,2,982.760009765625,6.2963414,-0.1436585807800297,6.2686853
BLK,2025-03-07,920.0,3.8,3.9,6.1,6.0,7,982.760009765625,3.8622284,0.06222839355468768,3.8345726
BLK,2025-03-07,910.0,3.07,2.75,4.6,,5,982.760009765625,2.9860628,-0.08393723487853988,2.958407
BLK,2025-03-07,900.0,1.1,1.2,4.8,2.0,2,982.760009765625,1.1957754,0.0957753896713256,1.1681195
BLK,2025-03-07,880.0,0.6,0.7,4.3,,1,982.760009765625,0.6631419,0.06314190626144411,0.635486
DELL,2025-03-07,111.0,9.6,7.3,7.6,1.0,49,111.18000030517578,9.638034,0.038033866882324574,9.610378
DELL,2025-03-07,110.0,7.16,6.9,7.05,3.0,46,111.18000030517578,7.1303983,-0.029601726531982564,7.102742
DELL,2025-03-07,109.0,7.85,6.35,6.5,12.0,19,111.18000030517578,7.6472964,-0.20270357131957972,7.6196404
DELL,2025-03-07,108.0,7.8,5.9,6.05,4.0,8,111.18000030517578,7.8299623,0.029962253570556818,7.802306
DELL,2025-03-07,107.0,5.55,5.5,5.6,4.0,118,111.18000030517578,5.021997,-0.5280030250549315,4.994341
DELL,2025-03-07,106.0,6.22,5.05,5.15,11.0,458,111.18000030517578,6.071467,-0.14853307723998999,6.043811
DELL,2025-03-07,105.0,4.8,4.7,4.85,19.0,61,111.18000030517578,4.8226457,0.022645664215088068,4.7949896
DELL,2025-03-07,104.0,5.31,4.3,4.4,3.0,136,111.18000030517578,5.1162653,-0.19373470306396445,5.088609
DELL,2025-03-07,103.0,5.42,3.9,4.05,4.0,32,111.18000030517578,5.219632,-0.20036785125732415,5.191976
DELL,2025-03-07,102.0,4.25,3.6,3.75,2.0,81,111.18000030517578,4.226586,-0.023414134979248047,4.19893
LMT,2025-03-07,445.0,9.57,10.1,10.6,206.0,1295,446.9299926757813,9.51201,-0.05799037933349638,9.484354
LMT,2025-03-07,440.0,7.49,7.9,8.5,211.0,1494,446.9299926757813,7.570938,0.08093811035156229,7.543282
LMT,2025-03-07,435.0,6.93,6.1,6.6,7.0,349,446.9299926757813,7.004587,0.07458717346191435,6.976931
LMT,2025-03-07,430.0,5.94,4.7,5.2,24.0,102,446.9299926757813,5.904214,-0.035786094665527735,5.876558
LMT,2025-03-07,425.0,4.4,3.5,4.0,1.0,51,446.9299926757813,4.344182,-0.055817985534668324,4.316526
LMT,2025-03-07,420.0,3.4,2.75,3.1,2.0,26,446.9299926757813,3.4578948,0.05789480209350595,3.430239
LMT,2025-03-07,415.0,2.5,2.1,2.55,3.0,19,446.9299926757813,2.519527,0.019526958465576172,2.491871
LMT,2025-03-07,410.0,1.8,1.65,1.95,5.0,28,446.9299926757813,1.7883577,-0.011642265319824263,1.7607019
LMT,2025-03-07,405.0,1.1,1.25,1.6,,1,446.9299926757813,1.1804904,0.08049037456512442,1.1528345
LMT,2025-03-07,400.0,0.8,0.85,1.35,,1,446.9299926757813,0.79272324,-0.007276761531829878,0.76506734
ABT,2025-03-07,130.0,2.27,1.93,2.02,1.0,17,130.61500549316406,2.2585566,-0.011443395614624041,2.2309008
ABT,2025-03-07,129.0,1.25,1.53,1.63,,1,130.61500549316406,2.6658857,1.4158856868743896,2.6382298
ABT,2025-03-07,128.0,1.25,1.22,1.31,1.0,4,130.61500549316406,1.3245813,0.07458126544952393,1.2969254
ABT,2025-03-07,127.0,1.61,0.94,1.04,2.0,16,130.61500549316406,1.6495854,0.039585366249084375,1.6219295
ABT,2025-03-07,126.0,0.78,0.72,0.83,2.0,7,130.61500549316406,0.8884083,0.1084083032608032,0.8607524
ABT,2025-03-07,125.0,1.2,0.56,0.65,17.0,18,130.61500549316406,1.2798626,0.07986264228820805,1.2522068
ABT,2025-03-07,124.0,0.58,0.39,2.34,1.0,3,130.61500549316406,0.7423052,0.16230521917343144,0.7146493
ABT,2025-03-07,122.0,0.38,0.0,0.43,1.0,10,130.61500549316406,1.663958,1.283957953453064,1.6363021
ABT,2025-03-07,121.0,0.63,0.0,0.26,2.0,10,130.61500549316406,0.74344856,0.11344855546951294,0.71579266
ABT,2025-03-07,120.0,0.53,0.0,0.4,,8,130.61500549316406,0.6441701,0.11417010545730588,0.6165142
TXN,2025-03-07,180.0,5.15,4.35,4.55,7.0,44,180.4600067138672,5.0692387,-0.08076133728027379,5.0415826
TXN,2025-03-07,175.0,3.0,2.56,2.67,6.0,136,180.4600067138672,2.9687607,-0.03123927116394043,2.941105
TXN,2025-03-07,170.0,1.52,1.41,1.49,7.0,358,180.4600067138672,1.5815527,0.061552743911743146,1.5538969
TXN,2025-03-07,165.0,0.8,0.75,0.83,5.0,107,180.4600067138672,0.9602015,0.16020150184631343,0.9325456
TXN,2025-03-07,160.0,0.43,0.39,0.44,6.0,24,180.4600067138672,0.5009109,0.07091087818145753,0.473255
TXN,2025-03-07,155.0,0.52,0.09,0.49,1.0,12,180.4600067138672,0.43488294,-0.0851170611381531,0.40722707
TXN,2025-03-07,150.0,0.21,0.05,0.4,3.0,13,180.4600067138672,0.3268367,0.11683670520782471,0.29918084
TXN,2025-03-07,145.0,0.29,0.02,0.34,,2,180.4600067138672,0.24777965,-0.04222034752368925,0.22012377
TMO,2025-03-07,550.0,14.1,13.5,14.6,6.0,95,551.1099853515625,14.10032,0.0003198623657230115,14.072664
TMO,2025-03-07,540.0,8.7,9.1,10.3,6.0,79,551.1099853515625,8.732742,0.03274230957031321,8.705087
TMO,2025-03-07,530.0,5.53,6.0,6.8,4.0,55,551.1099853515625,5.6537223,0.12372228622436499,5.626066
TMO,2025-03-07,520.0,0.53,3.7,4.5,1.0,117,551.1099853515625,2.7305424,2.200542421340942,2.7028866
TMO,2025-03-07,510.0,2.25,1.75,3.1,,5,551.1099853515625,2.2499492,-5.078315734863281e-05,2.2222934
TMO,2025-03-07,480.0,0.15,0.05,3.1,16.0,17,551.1099853515625,0.19304489,0.04304488599300385,0.165389
MRK,2025-03-07,86.0,1.35,1.19,1.27,2.0,79,86.9800033569336,1.3709605,0.020960474014282138,1.3433046
MRK,2025-03-07,85.0,0.83,0.91,0.95,15.0,191,86.9800033569336,1.3755575,0.545557541847229,1.3479017
MRK,2025-03-07,84.0,0.65,0.66,0.71,1.0,181,86.9800033569336,0.7610708,0.1110707879066467,0.7334149
MRK,2025-03-07,83.0,0.45,0.48,0.54,1.0,1,86.9800033569336,0.4941252,0.04412518739700316,0.46646932
MRK,2025-03-07,82.0,0.42,0.36,0.42,2.0,2,86.9800033569336,0.77827555,0.3582755494117737,0.75061965
MRK,2025-03-07,80.0,0.2,0.17,0.24,1.0,78,86.9800033569336,0.32844746,0.12844746112823485,0.3007916
MRK,2025-03-07,75.0,0.05,0.0,0.5,1.0,51,86.9800033569336,0.07132212,0.021322120726108548,0.04366624
MRK,2025-03-07,65.0,0.05,0.0,0.12,1.0,1,86.9800033569336,0.02926412,-0.02073587961494923,0.0016082395
AMAT,2025-03-07,180.0,7.34,7.15,7.35,1.0,21,182.96499633789065,4.7566843,-2.5833156967163085,4.729028
AMAT,2025-03-07,175.0,5.3,5.15,5.3,3.0,10,182.96499633789065,5.0652223,-0.23477773666381818,5.037566
AMAT,2025-03-07,170.0,3.53,3.55,3.75,3.0,28,182.96499633789065,3.3801298,-0.14987018585205059,3.352474
AMAT,2025-03-07,165.0,3.55,2.39,2.75,97.0,149,182.96499633789065,3.2500062,-0.2999938011169432,3.2223504
AMAT,2025-03-07,160.0,1.68,1.42,1.68,1.0,31,182.96499633789065,1.6057006,-0.07429938793182367,1.5780448
AMAT,2025-03-07,155.0,1.59,0.86,1.13,10.0,71,182.96499633789065,1.3897873,-0.20021268367767342,1.3621315
AMAT,2025-03-07,150.0,0.68,0.55,0.83,5.0,58,182.96499633789065,1.121113,0.4411129426956176,1.0934571
AMAT,2025-03-07,145.0,0.45,0.18,0.55,5.0,32,182.96499633789065,0.6064812,0.15648119449615477,0.5788253
AMAT,2025-03-07,140.0,0.42,0.2,0.65,11.0,15,182.96499633789065,0.47879043,0.058790432214736954,0.45113456
AMAT,2025-03-07,135.0,0.75,0.01,0.53,,20,182.96499633789065,0.6582292,-0.09177082777023315,0.6305733
INTU,2025-03-07,580.0,20.2,19.2,20.5,4.0,8,585.9099731445312,20.025475,-0.17452545166015554,19.997818
INTU,2025-03-07,570.0,15.6,15.6,16.2,37.0,81,585.9099731445312,13.583287,-2.0167127609252926,13.555632
INTU,2025-03-07,560.0,15.11,11.7,12.6,1.0,17,585.9099731445312,14.911181,-0.1988185501098627,14.883526
INTU,2025-03-07,550.0,10.6,8.7,9.7,1.0,10,585.9099731445312,10.506308,-0.09369239807128871,10.478652
