Ticker,Expiration Date,Strike Price,Last Price,Bid,Ask,Volume,Open Interest,Current Price
HD,2025-03-07,400.0,6.18,6.4,6.75,2.0,52,413.4849853515625
HD,2025-03-07,395.0,5.72,5.15,5.45,2.0,11,413.4849853515625
HD,2025-03-07,390.0,4.35,2.89,4.35,2.0,21,413.4849853515625
HD,2025-03-07,385.0,3.49,3.15,3.5,4.0,25,413.4849853515625
HD,2025-03-07,380.0,2.9,2.64,2.81,,1,413.4849853515625
HD,2025-03-07,375.0,2.22,1.93,2.27,2.0,1,413.4849853515625
HD,2025-03-07,370.0,1.78,1.59,2.13,1.0,9,413.4849853515625
HD,2025-03-07,365.0,1.84,1.26,1.5,1.0,1,413.4849853515625
LOW,2025-03-07,250.0,6.67,5.3,5.5,20.0,18,254.80999755859375
LOW,2025-03-07,245.0,4.82,3.7,3.95,6.0,10,254.80999755859375
LOW,2025-03-07,240.0,2.78,2.57,2.74,1.0,18,254.80999755859375
LOW,2025-03-07,235.0,1.95,1.74,2.03,1.0,5,254.80999755859375
LOW,2025-03-07,230.0,1.13,1.1,1.37,,4,254.80999755859375
LOW,2025-03-07,225.0,0.8,0.74,0.99,,1,254.80999755859375
LOW,2025-03-07,215.0,0.31,0.37,0.63,1.0,6,254.80999755859375
UPS,2025-03-07,114.0,2.74,2.75,2.84,3.0,9,114.5
UPS,2025-03-07,113.0,2.8,2.22,2.33,1.0,28,114.5
UPS,2025-03-07,111.0,2.15,1.45,1.54,8.0,10,114.5
UPS,2025-03-07,110.0,1.24,1.15,1.21,4.0,316,114.5
UPS,2025-03-07,109.0,1.52,0.9,0.96,5.0,4,114.5
UPS,2025-03-07,108.0,0.74,0.7,0.75,4.0,10,114.5
UPS,2025-03-07,107.0,0.95,0.54,0.59,4.0,5,114.5
UPS,2025-03-07,105.0,0.35,0.32,0.36,3.0,257,114.5
UPS,2025-03-07,103.0,0.26,0.18,0.23,,4,114.5
UPS,2025-03-07,100.0,0.18,0.0,0.38,2.0,114,114.5
SBUX,2025-03-07,111.0,2.25,2.27,2.36,10.0,35,111.33000183105469
SBUX,2025-03-07,110.0,1.88,1.82,1.92,9.0,468,111.33000183105469
SBUX,2025-03-07,109.0,1.48,1.48,1.54,2.0,67,111.33000183105469
SBUX,2025-03-07,108.0,1.22,1.15,1.36,8.0,106,111.33000183105469
SBUX,2025-03-07,107.0,0.99,0.93,1.0,2.0,100,111.33000183105469
SBUX,2025-03-07,106.0,0.76,0.72,0.91,4.0,51,111.33000183105469
SBUX,2025-03-07,105.0,0.65,0.56,0.76,9.0,269,111.33000183105469
SBUX,2025-03-07,104.0,0.54,0.43,0.54,7.0,534,111.33000183105469
SBUX,2025-03-07,103.0,0.38,0.34,0.39,6.0,82,111.33000183105469
SBUX,2025-03-07,102.0,0.32,0.26,0.48,1.0,63,111.33000183105469
BLK,2025-03-07,970.0,9.63,15.1,17.8,1.0,5,982.760009765625
BLK,2025-03-07,960.0,7.49,12.0,14.5,1.0,23,982.760009765625
BLK,2025-03-07,950.0,10.1,9.3,10.6,1.0,13,982.760009765625
BLK,2025-03-07,940.0,5.45,7.1,8.2,,31,982.760009765625
BLK,2025-03-07,930.0,6.44,5.4,6.4,1.0,2,982.760009765625
BLK,2025-03-07,920.0,3.8,3.9,6.1,6.0,7,982.760009765625
BLK,2025-03-07,910.0,3.07,2.75,4.6,,5,982.760009765625
BLK,2025-03-07,900.0,1.1,1.2,4.8,2.0,2,982.760009765625
BLK,2025-03-07,880.0,0.6,0.7,4.3,,1,982.760009765625
DELL,2025-03-07,111.0,9.6,7.3,7.6,1.0,49,111.18000030517578
DELL,2025-03-07,110.0,7.16,6.9,7.05,3.0,46,111.18000030517578
DELL,2025-03-07,109.0,7.85,6.35,6.5,12.0,19,111.18000030517578
DELL,2025-03-07,108.0,7.8,5.9,6.05,4.0,8,111.18000030517578
DELL,2025-03-07,107.0,5.55,5.5,5.6,4.0,118,111.18000030517578
DELL,2025-03-07,106.0,6.22,5.05,5.15,11.0,458,111.18000030517578
DELL,2025-03-07,105.0,4.8,4.7,4.85,19.0,61,111.18000030517578
DELL,2025-03-07,104.0,5.31,4.3,4.4,3.0,136,111.18000030517578
DELL,2025-03-07,103.0,5.42,3.9,4.05,4.0,32,111.18000030517578
DELL,2025-03-07,102.0,4.25,3.6,3.75,2.0,81,111.18000030517578
LMT,2025-03-07,445.0,9.57,10.1,10.6,206.0,1295,446.92999267578125
LMT,2025-03-07,440.0,7.49,7.9,8.5,211.0,1494,446.92999267578125
LMT,2025-03-07,435.0,6.93,6.1,6.6,7.0,349,446.92999267578125
LMT,2025-03-07,430.0,5.94,4.7,5.2,24.0,102,446.92999267578125
LMT,2025-03-07,425.0,4.4,3.5,4.0,1.0,51,446.92999267578125
LMT,2025-03-07,420.0,3.4,2.75,3.1,2.0,26,446.92999267578125
LMT,2025-03-07,415.0,2.5,2.1,2.55,3.0,19,446.92999267578125
LMT,2025-03-07,410.0,1.8,1.65,1.95,5.0,28,446.92999267578125
LMT,2025-03-07,405.0,1.1,1.25,1.6,,1,446.92999267578125
LMT,2025-03-07,400.0,0.8,0.85,1.35,,1,446.92999267578125
ABT,2025-03-07,130.0,2.27,1.93,2.02,1.0,17,130.61500549316406
ABT,2025-03-07,129.0,1.25,1.53,1.63,,1,130.61500549316406
ABT,2025-03-07,128.0,1.25,1.22,1.31,1.0,4,130.61500549316406
ABT,2025-03-07,127.0,1.61,0.94,1.04,2.0,16,130.61500549316406
ABT,2025-03-07,126.0,0.78,0.72,0.83,2.0,7,130.61500549316406
ABT,2025-03-07,125.0,1.2,0.56,0.65,17.0,18,130.61500549316406
ABT,2025-03-07,124.0,0.58,0.39,2.34,1.0,3,130.61500549316406
ABT,2025-03-07,122.0,0.38,0.0,0.43,1.0,10,130.61500549316406
ABT,2025-03-07,121.0,0.63,0.0,0.26,2.0,10,130.61500549316406
ABT,2025-03-07,120.0,0.53,0.0,0.4,,8,130.61500549316406
TXN,2025-03-07,180.0,5.15,4.35,4.55,7.0,44,180.4600067138672
TXN,2025-03-07,175.0,3.0,2.56,2.67,6.0,136,180.4600067138672
TXN,2025-03-07,170.0,1.52,1.41,1.49,7.0,358,180.4600067138672
TXN,2025-03-07,165.0,0.8,0.75,0.83,5.0,107,180.4600067138672
TXN,2025-03-07,160.0,0.43,0.39,0.44,6.0,24,180.4600067138672
TXN,2025-03-07,155.0,0.52,0.09,0.49,1.0,12,180.4600067138672
TXN,2025-03-07,150.0,0.21,0.05,0.4,3.0,13,180.4600067138672
TXN,2025-03-07,145.0,0.29,0.02,0.34,,2,180.4600067138672
TMO,2025-03-07,550.0,14.1,13.5,14.6,6.0,95,551.1099853515625
TMO,2025-03-07,540.0,8.7,9.1,10.3,6.0,79,551.1099853515625
TMO,2025-03-07,530.0,5.53,6.0,6.8,4.0,55,551.1099853515625
TMO,2025-03-07,520.0,0.53,3.7,4.5,1.0,117,551.1099853515625
TMO,2025-03-07,510.0,2.25,1.75,3.1,,5,551.1099853515625
TMO,2025-03-07,480.0,0.15,0.05,3.1,16.0,17,551.1099853515625
MRK,2025-03-07,86.0,1.35,1.19,1.27,2.0,79,86.9800033569336
MRK,2025-03-07,85.0,0.83,0.91,0.95,15.0,191,86.9800033569336
MRK,2025-03-07,84.0,0.65,0.66,0.71,1.0,181,86.9800033569336
MRK,2025-03-07,83.0,0.45,0.48,0.54,1.0,1,86.9800033569336
MRK,2025-03-07,82.0,0.42,0.36,0.42,2.0,2,86.9800033569336
MRK,2025-03-07,80.0,0.2,0.17,0.24,1.0,78,86.9800033569336
MRK,2025-03-07,75.0,0.05,0.0,0.5,1.0,51,86.9800033569336
MRK,2025-03-07,65.0,0.05,0.0,0.12,1.0,1,86.9800033569336
AMAT,2025-03-07,180.0,7.34,7.15,7.35,1.0,21,182.96499633789062
AMAT,2025-03-07,175.0,5.3,5.15,5.3,3.0,10,182.96499633789062
AMAT,2025-03-07,170.0,3.53,3.55,3.75,3.0,28,182.96499633789062
AMAT,2025-03-07,165.0,3.55,2.39,2.75,97.0,149,182.96499633789062
AMAT,2025-03-07,160.0,1.68,1.42,1.68,1.0,31,182.96499633789062
AMAT,2025-03-07,155.0,1.59,0.86,1.13,10.0,71,182.96499633789062
AMAT,2025-03-07,150.0,0.68,0.55,0.83,5.0,58,182.96499633789062
AMAT,2025-03-07,145.0,0.45,0.18,0.55,5.0,32,182.96499633789062
AMAT,2025-03-07,140.0,0.42,0.2,0.65,11.0,15,182.96499633789062
AMAT,2025-03-07,135.0,0.75,0.01,0.53,,20,182.96499633789062
INTU,2025-03-07,580.0,20.2,19.2,20.5,4.0,8,585.9099731445312
INTU,2025-03-07,570.0,15.6,15.6,16.2,37.0,81,585.9099731445312
INTU,2025-03-07,560.0,15.11,11.7,12.6,1.0,17,585.9099731445312
INTU,2025-03-07,550.0,10.6,8.7,9.7,1.0,10,585.9099731445312
INTU,2025-03-07,540.0,7.5,6.8,7.4,2.0,7,585.9099731445312
INTU,2025-03-07,530.0,4.59,5.1,5.8,,1,585.9099731445312
INTU,2025-03-07,520.0,3.19,3.3,4.7,1.0,1,585.9099731445312
INTU,2025-03-07,510.0,2.1,2.35,3.7,1.0,1,585.9099731445312
INTU,2025-03-07,500.0,1.85,1.5,2.9,1.0,1,585.9099731445312
ADI,2025-03-07,200.0,5.32,5.7,6.3,3.0,14,204.9499969482422
ADI,2025-03-07,195.0,3.58,3.8,4.4,4.0,21,204.9499969482422
ADI,2025-03-07,190.0,2.15,2.55,3.1,6.0,7,204.9499969482422
ADI,2025-03-07,185.0,1.9,1.7,2.2,,3,204.9499969482422
ADI,2025-03-07,180.0,1.13,1.05,1.95,1.0,17,204.9499969482422
MU,2025-03-07,95.0,4.45,4.2,4.3,54.0,203,95.52999877929688
MU,2025-03-07,94.0,3.55,3.7,3.8,21.0,49,95.52999877929688
MU,2025-03-07,93.0,5.1,3.3,3.35,7.0,127,95.52999877929688
MU,2025-03-07,92.0,2.9,2.88,2.95,15.0,83,95.52999877929688
MU,2025-03-07,91.0,2.56,2.55,2.59,7.0,27,95.52999877929688
MU,2025-03-07,90.0,2.15,2.21,2.25,36.0,233,95.52999877929688
MU,2025-03-07,89.0,1.98,1.89,1.95,5.0,145,95.52999877929688
MU,2025-03-07,88.0,1.75,1.64,1.69,4.0,63,95.52999877929688
MU,2025-03-07,87.0,1.43,1.42,1.48,9.0,48,95.52999877929688
MU,2025-03-07,86.0,1.23,1.22,1.25,9.0,30,95.52999877929688
LULU,2025-03-07,400.0,14.55,11.8,12.7,14.0,25,400.3999938964844
LULU,2025-03-07,395.0,11.85,10.0,10.5,8.0,25,400.3999938964844
LULU,2025-03-07,390.0,9.85,8.05,8.55,60.0,55,400.3999938964844
LULU,2025-03-07,385.0,8.0,6.25,6.75,3.0,64,400.3999938964844
LULU,2025-03-07,380.0,6.35,5.1,5.5,7.0,37,400.3999938964844
LULU,2025-03-07,375.0,5.05,3.8,4.3,6.0,29,400.3999938964844
LULU,2025-03-07,370.0,3.95,3.1,3.4,2.0,20,400.3999938964844
LULU,2025-03-07,365.0,1.96,2.36,2.75,2.0,8,400.3999938964844
LULU,2025-03-07,360.0,2.32,1.72,2.13,4.0,48,400.3999938964844
LULU,2025-03-07,355.0,1.43,1.41,1.85,1.0,27,400.3999938964844
PLUG,2025-03-07,1.5,0.07,0.07,0.08,10452.0,1650,1.7450000047683716
PLUG,2025-03-07,1.0,0.02,0.0,0.02,,1,1.7450000047683716
F,2025-03-07,9.0,0.22,0.22,0.23,261.0,2111,9.199999809265137
F,2025-03-07,8.5,0.08,0.06,0.08,80.0,549,9.199999809265137
F,2025-03-07,8.0,0.03,0.02,0.03,14.0,305,9.199999809265137
F,2025-03-07,7.5,0.03,0.0,0.02,1.0,29,9.199999809265137
F,2025-03-07,7.0,0.01,0.0,0.01,,250,9.199999809265137
F,2025-03-07,6.5,0.02,0.0,0.01,,9,9.199999809265137
F,2025-03-07,6.0,0.02,0.0,0.01,21.0,25,9.199999809265137
F,2025-03-07,5.0,0.03,0.0,0.02,,200,9.199999809265137
GM,2025-03-07,46.0,1.05,1.28,1.33,186.0,308,46.60499954223633
GM,2025-03-07,45.0,0.84,0.89,0.94,1.0,432,46.60499954223633
GM,2025-03-07,44.0,0.65,0.61,0.65,16.0,337,46.60499954223633
GM,2025-03-07,43.0,0.41,0.4,0.43,12.0,143,46.60499954223633
GM,2025-03-07,42.0,0.29,0.27,0.29,19.0,39,46.60499954223633
GM,2025-03-07,41.0,0.19,0.0,0.23,1.0,178,46.60499954223633
GM,2025-03-07,40.0,0.1,0.0,0.16,1.0,14,46.60499954223633
GM,2025-03-07,39.0,0.08,0.01,0.3,2.0,4,46.60499954223633
GM,2025-03-07,38.0,0.05,0.01,0.31,,67,46.60499954223633
GM,2025-03-07,35.0,0.18,0.0,0.15,,1,46.60499954223633
COF,2025-03-07,195.0,2.39,4.1,4.5,2.0,6,198.75
COF,2025-03-07,190.0,2.8,2.7,2.85,17.0,26,198.75
COF,2025-03-07,185.0,0.96,1.65,1.8,11.0,12,198.75
COF,2025-03-07,180.0,0.88,0.0,1.35,2.0,13,198.75
COF,2025-03-07,175.0,0.9,0.0,0.95,1.0,7,198.75
COF,2025-03-07,160.0,0.32,0.0,0.75,,2,198.75
STZ,2025-03-07,165.0,3.0,3.7,4.6,3.0,15,166.8300018310547
STZ,2025-03-07,160.0,1.25,2.0,3.6,18.0,24,166.8300018310547
STZ,2025-03-07,155.0,1.25,0.95,1.4,,2,166.8300018310547
STZ,2025-03-07,150.0,0.95,0.5,1.15,,2,166.8300018310547
STZ,2025-03-07,145.0,0.53,0.05,0.9,,10,166.8300018310547
KMX,2025-02-21,82.5,0.75,0.8,0.9,53.0,181,84.99500274658203
KMX,2025-02-21,80.0,0.28,0.3,0.4,1.0,227,84.99500274658203
KMX,2025-02-21,77.5,0.16,0.1,0.2,1.0,431,84.99500274658203
KMX,2025-02-21,75.0,0.1,0.05,0.1,103.0,455,84.99500274658203
KMX,2025-02-21,72.5,0.11,0.0,0.1,3.0,29,84.99500274658203
KMX,2025-02-21,70.0,0.1,0.0,0.05,4.0,698,84.99500274658203
KMX,2025-02-21,65.0,0.1,0.0,0.1,5.0,17,84.99500274658203
KMX,2025-02-21,60.0,0.02,0.0,0.1,,4,84.99500274658203
KMX,2025-02-21,55.0,0.05,0.0,0.1,6.0,4,84.99500274658203
TSCO,2025-03-07,54.0,1.58,1.35,1.45,1.0,1,54.040000915527344
TSCO,2025-03-07,53.0,1.55,0.9,1.0,,15,54.040000915527344
TSCO,2025-03-07,52.0,1.05,0.55,0.75,,13,54.040000915527344
TSCO,2025-03-07,51.0,0.67,0.35,0.5,2.0,2,54.040000915527344
TSCO,2025-03-07,49.0,0.37,0.15,0.25,1.0,3,54.040000915527344
LMT,2025-03-07,445.0,9.57,10.1,10.6,206.0,1295,446.92999267578125
LMT,2025-03-07,440.0,7.49,7.9,8.5,211.0,1494,446.92999267578125
LMT,2025-03-07,435.0,6.93,6.1,6.6,7.0,349,446.92999267578125
LMT,2025-03-07,430.0,5.94,4.7,5.2,24.0,102,446.92999267578125
LMT,2025-03-07,425.0,4.4,3.5,4.0,1.0,51,446.92999267578125
LMT,2025-03-07,420.0,3.4,2.75,3.1,2.0,26,446.92999267578125
LMT,2025-03-07,415.0,2.5,2.1,2.55,3.0,19,446.92999267578125
LMT,2025-03-07,410.0,1.8,1.5,1.95,5.0,28,446.92999267578125
LMT,2025-03-07,405.0,1.1,1.25,1.6,,1,446.92999267578125
LMT,2025-03-07,400.0,0.8,0.85,1.35,,1,446.92999267578125
SHOP,2025-03-07,120.0,8.48,8.15,8.6,17.0,34,120.69400024414062
SHOP,2025-03-07,119.0,7.6,7.45,7.8,1.0,10,120.69400024414062
SHOP,2025-03-07,118.0,7.28,7.15,7.35,2.0,33,120.69400024414062
SHOP,2025-03-07,117.0,6.69,6.55,6.9,2.0,3,120.69400024414062
SHOP,2025-03-07,116.0,6.61,6.2,6.4,2.0,3,120.69400024414062
SHOP,2025-03-07,115.0,7.18,5.85,6.05,6.0,22,120.69400024414062
SHOP,2025-03-07,114.0,5.75,5.45,5.6,11.0,7,120.69400024414062
SHOP,2025-03-07,113.0,5.19,5.1,5.2,2.0,9,120.69400024414062
SHOP,2025-03-07,112.0,5.5,4.7,4.85,1.0,17,120.69400024414062
SHOP,2025-03-07,111.0,9.0,4.35,4.5,1.0,1,120.69400024414062
BIDU,2025-03-07,93.0,7.35,4.7,5.1,3.0,4,93.28500366210938
BIDU,2025-03-07,92.0,7.35,4.45,4.5,28.0,28,93.28500366210938
BIDU,2025-03-07,91.0,4.05,3.95,4.05,8.0,13,93.28500366210938
BIDU,2025-03-07,90.0,3.55,3.45,3.55,14.0,178,93.28500366210938
BIDU,2025-03-07,89.0,3.39,3.0,3.15,2.0,19,93.28500366210938
BIDU,2025-03-07,88.0,2.76,2.65,2.73,310.0,27,93.28500366210938
BIDU,2025-03-07,87.0,2.3,2.21,2.38,7.0,11,93.28500366210938
BIDU,2025-03-07,86.0,3.14,1.83,2.09,3.0,10,93.28500366210938
BIDU,2025-03-07,85.0,1.78,1.71,1.92,7.0,12,93.28500366210938
BIDU,2025-03-07,84.0,1.5,1.27,1.53,1.0,26,93.28500366210938
SPG,2025-02-21,175.0,0.85,0.8,0.95,5.0,132,179.8249969482422
SPG,2025-02-21,170.0,0.31,0.25,0.4,3.0,691,179.8249969482422
SPG,2025-02-21,165.0,0.2,0.15,0.25,2.0,254,179.8249969482422
SPG,2025-02-21,160.0,0.05,0.05,0.1,1.0,207,179.8249969482422
SPG,2025-02-21,155.0,0.1,0.0,0.25,2.0,115,179.8249969482422
SPG,2025-02-21,150.0,0.22,0.0,0.1,61.0,108,179.8249969482422
SPG,2025-02-21,145.0,0.15,0.0,0.15,5.0,131,179.8249969482422
SPG,2025-02-21,140.0,0.25,0.0,0.05,10.0,79,179.8249969482422
SPG,2025-02-21,135.0,0.05,0.0,0.05,3.0,5,179.8249969482422
SPG,2025-02-21,130.0,0.12,0.0,0.05,,27,179.8249969482422
MELI,2025-03-07,2000.0,96.0,81.7,90.0,1.0,1,2028.9300537109375
MELI,2025-03-07,1950.0,100.4,60.9,70.0,,1,2028.9300537109375
MELI,2025-03-07,1940.0,54.1,57.8,65.5,1.0,1,2028.9300537109375
MELI,2025-03-07,1930.0,97.52,55.2,62.8,,1,2028.9300537109375
MELI,2025-03-07,1920.0,84.0,50.7,58.8,,1,2028.9300537109375
MELI,2025-03-07,1880.0,123.05,39.0,48.0,,2,2028.9300537109375
MELI,2025-03-07,1860.0,111.8,35.1,43.0,2.0,3,2028.9300537109375
MELI,2025-03-07,1850.0,81.44,31.8,39.0,2.0,2,2028.9300537109375
MELI,2025-03-07,1840.0,33.0,31.1,36.4,1.0,1,2028.9300537109375
MELI,2025-03-07,1820.0,80.39,24.6,32.0,1.0,1,2028.9300537109375
BA,2025-03-07,180.0,4.65,4.8,5.1,1.0,244,180.27349853515625
BA,2025-03-07,175.0,3.04,2.93,3.15,12.0,185,180.27349853515625
BA,2025-03-07,170.0,1.8,1.73,1.79,14.0,275,180.27349853515625
BA,2025-03-07,165.0,1.03,0.95,1.0,67.0,278,180.27349853515625
BA,2025-03-07,160.0,0.55,0.52,0.57,4.0,3203,180.27349853515625
BA,2025-03-07,155.0,0.37,0.08,0.51,5.0,72,180.27349853515625
BA,2025-03-07,150.0,0.24,0.02,0.22,6.0,39,180.27349853515625
BA,2025-03-07,145.0,0.22,0.04,0.34,100.0,118,180.27349853515625
BA,2025-03-07,140.0,0.32,0.02,0.3,1.0,6,180.27349853515625
BA,2025-03-07,130.0,0.04,0.01,0.26,1.0,1,180.27349853515625
GS,2025-03-07,645.0,14.46,13.05,13.7,4.0,9,648.22998046875
GS,2025-03-07,640.0,9.94,11.15,11.6,11.0,19,648.22998046875
GS,2025-03-07,635.0,9.8,9.4,9.85,1.0,33,648.22998046875
GS,2025-03-07,630.0,8.45,7.8,8.25,5.0,41,648.22998046875
GS,2025-03-07,625.0,6.9,6.65,6.95,6.0,19,648.22998046875
GS,2025-03-07,620.0,4.94,5.45,5.75,9.0,35,648.22998046875
GS,2025-03-07,615.0,4.8,4.55,4.8,16.0,44,648.22998046875
GS,2025-03-07,610.0,4.2,3.8,4.05,1.0,12,648.22998046875
GS,2025-03-07,605.0,3.52,3.15,3.5,1.0,39,648.22998046875
GS,2025-03-07,600.0,2.46,2.6,2.78,4.0,66,648.22998046875
CAT,2025-03-07,360.0,7.5,6.8,7.25,1.0,41,363.0199890136719
CAT,2025-03-07,355.0,5.53,5.15,5.5,9.0,36,363.0199890136719
CAT,2025-03-07,350.0,4.17,3.8,4.0,2.0,84,363.0199890136719
CAT,2025-03-07,345.0,3.05,2.76,2.95,7.0,39,363.0199890136719
CAT,2025-03-07,340.0,2.15,1.96,2.16,7.0,200,363.0199890136719
CAT,2025-03-07,335.0,1.67,1.24,1.54,6.0,134,363.0199890136719
CAT,2025-03-07,330.0,1.17,0.98,1.25,1.0,28,363.0199890136719
CAT,2025-03-07,325.0,0.8,0.0,0.82,6.0,1,363.0199890136719
CAT,2025-03-07,320.0,0.6,0.47,0.66,,1,363.0199890136719
CAT,2025-03-07,315.0,1.25,0.16,0.75,,1,363.0199890136719
HLT,2025-02-21,260.0,1.35,1.4,1.55,25.0,207,265.7250061035156
HLT,2025-02-21,250.0,0.4,0.4,0.5,35.0,2609,265.7250061035156
HLT,2025-02-21,240.0,0.19,0.15,0.25,10.0,155,265.7250061035156
HLT,2025-02-21,230.0,0.1,0.1,0.15,15.0,387,265.7250061035156
HLT,2025-02-21,220.0,0.05,0.0,0.2,5.0,191,265.7250061035156
HLT,2025-02-21,210.0,0.05,0.0,0.05,2.0,49,265.7250061035156
HLT,2025-02-21,200.0,0.05,0.0,0.05,124.0,130,265.7250061035156
HLT,2025-02-21,195.0,0.1,0.0,0.05,4.0,10,265.7250061035156
HLT,2025-02-21,190.0,0.1,0.0,0.75,3.0,5,265.7250061035156
HLT,2025-02-21,185.0,0.05,0.0,0.75,,6,265.7250061035156
TGT,2025-03-07,131.0,6.93,6.6,6.75,1.0,15,131.25
TGT,2025-03-07,130.0,6.2,6.15,6.3,5.0,92,131.25
TGT,2025-03-07,129.0,6.12,5.65,5.8,26.0,32,131.25
TGT,2025-03-07,128.0,5.07,5.2,5.35,3.0,15,131.25
TGT,2025-03-07,127.0,5.0,4.8,4.9,2.0,30,131.25
TGT,2025-03-07,126.0,4.55,4.4,4.55,3.0,137,131.25
TGT,2025-03-07,125.0,4.5,4.0,4.15,3.0,87,131.25
TGT,2025-03-07,124.0,3.85,3.65,3.8,5.0,174,131.25
TGT,2025-03-07,123.0,3.72,3.35,3.45,55.0,261,131.25
TGT,2025-03-07,122.0,2.24,3.05,3.2,3.0,18,131.25
DOW,2025-03-07,38.0,1.26,1.07,1.23,15.0,191,38.40010070800781
DOW,2025-03-07,37.0,0.85,0.79,0.81,5.0,89,38.40010070800781
DOW,2025-03-07,36.0,0.48,0.49,0.52,2.0,45,38.40010070800781
DOW,2025-03-07,35.0,0.4,0.28,0.33,4.0,38,38.40010070800781
DOW,2025-03-07,34.0,0.17,0.16,0.2,3.0,14,38.40010070800781
DOW,2025-03-07,33.0,0.16,0.1,0.17,1.0,12,38.40010070800781
DOW,2025-03-07,32.0,0.15,0.03,0.1,27.0,28,38.40010070800781
DOW,2025-03-07,31.0,0.12,0.0,0.26,1.0,2,38.40010070800781
DOW,2025-03-07,30.0,0.06,0.0,0.24,,10,38.40010070800781
COP,2025-03-07,98.0,2.3,2.29,2.38,1.0,6,98.76000213623047
COP,2025-03-07,97.0,2.2,1.89,1.94,1.0,4,98.76000213623047
COP,2025-03-07,96.0,1.42,1.49,1.6,2.0,2,98.76000213623047
COP,2025-03-07,95.0,1.0,1.2,1.25,1.0,12,98.76000213623047
COP,2025-03-07,94.0,0.94,0.94,1.01,6.0,115,98.76000213623047
COP,2025-03-07,93.0,0.74,0.72,0.78,30.0,30,98.76000213623047
COP,2025-03-07,92.0,0.6,0.57,0.62,3.0,17,98.76000213623047
COP,2025-03-07,91.0,0.57,0.44,0.48,1.0,5,98.76000213623047
COP,2025-03-07,90.0,0.38,0.33,0.38,30.0,31,98.76000213623047
COP,2025-03-07,88.0,0.3,0.21,0.24,2.0,2,98.76000213623047
BA,2025-03-07,180.0,4.65,4.8,5.1,1.0,244,180.27349853515625
BA,2025-03-07,175.0,3.04,2.93,3.15,12.0,185,180.27349853515625
BA,2025-03-07,170.0,1.8,1.73,1.79,14.0,275,180.27349853515625
BA,2025-03-07,165.0,1.03,0.95,1.0,67.0,278,180.27349853515625
BA,2025-03-07,160.0,0.55,0.52,0.57,4.0,3203,180.27349853515625
BA,2025-03-07,155.0,0.37,0.08,0.51,5.0,72,180.27349853515625
BA,2025-03-07,150.0,0.24,0.02,0.22,6.0,39,180.27349853515625
BA,2025-03-07,145.0,0.22,0.04,0.34,100.0,118,180.27349853515625
BA,2025-03-07,140.0,0.32,0.02,0.3,1.0,6,180.27349853515625
BA,2025-03-07,130.0,0.04,0.01,0.26,1.0,1,180.27349853515625
NKE,2025-03-07,70.0,1.93,1.86,1.98,80.0,396,70.23999786376953
NKE,2025-03-07,69.0,1.47,1.46,1.51,20.0,212,70.23999786376953
NKE,2025-03-07,68.0,1.2,1.1,1.16,2.0,67,70.23999786376953
NKE,2025-03-07,67.0,0.86,0.81,0.99,30.0,289,70.23999786376953
NKE,2025-03-07,66.0,0.59,0.6,0.66,10.0,141,70.23999786376953
NKE,2025-03-07,65.0,0.47,0.44,0.5,24.0,163,70.23999786376953
NKE,2025-03-07,64.0,0.47,0.32,0.37,1.0,18,70.23999786376953
NKE,2025-03-07,63.0,0.5,0.24,0.32,64.0,52,70.23999786376953
NKE,2025-03-07,62.0,0.23,0.0,0.23,12.0,58,70.23999786376953
NKE,2025-03-07,60.0,0.12,0.11,0.16,21.0,9,70.23999786376953
LULU,2025-03-07,400.0,14.55,11.8,12.7,14.0,25,400.3999938964844
LULU,2025-03-07,395.0,11.85,10.0,10.5,8.0,25,400.3999938964844
LULU,2025-03-07,390.0,9.85,8.05,8.55,60.0,55,400.3999938964844
LULU,2025-03-07,385.0,8.0,6.25,6.75,3.0,64,400.3999938964844
LULU,2025-03-07,380.0,6.35,5.1,5.5,7.0,37,400.3999938964844
LULU,2025-03-07,375.0,5.05,3.8,4.3,6.0,29,400.3999938964844
LULU,2025-03-07,370.0,3.95,3.1,3.4,2.0,20,400.3999938964844
LULU,2025-03-07,365.0,1.96,2.36,2.75,2.0,8,400.3999938964844
LULU,2025-03-07,360.0,2.32,1.72,2.13,4.0,48,400.3999938964844
LULU,2025-03-07,355.0,1.43,1.41,1.85,1.0,27,400.3999938964844
GS,2025-03-07,645.0,14.46,13.05,13.7,4.0,9,648.22998046875
GS,2025-03-07,640.0,9.94,11.15,11.6,11.0,19,648.22998046875
GS,2025-03-07,635.0,9.8,9.4,9.85,1.0,33,648.22998046875
GS,2025-03-07,630.0,8.45,7.8,8.25,5.0,41,648.22998046875
GS,2025-03-07,625.0,6.9,6.55,6.85,6.0,19,648.22998046875
GS,2025-03-07,620.0,4.94,5.45,5.75,9.0,35,648.22998046875
GS,2025-03-07,615.0,4.8,4.55,4.8,16.0,44,648.22998046875
GS,2025-03-07,610.0,4.2,3.8,4.05,1.0,12,648.22998046875
GS,2025-03-07,605.0,3.52,3.15,3.5,1.0,39,648.22998046875
GS,2025-03-07,600.0,2.46,2.6,2.78,4.0,66,648.22998046875
JNJ,2025-03-07,152.5,2.54,2.21,2.28,5.0,7,153.52999877929688
JNJ,2025-03-07,150.0,1.33,1.29,1.34,2.0,49,153.52999877929688
